Seecod;Cousig;Grccod;Counbrcdt;Locnbrpla;Pernum;Loccod;Grccodtypgrpcou;Coufrqlab;Grccodprt;Remcodtypcou;Couabgitt;Grcnbrpladis;Perjousem;Perhredeb
BA;SSH0315;02;3,00;60;29;L-2712;C;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;MAR;1645
BA;SSH0315;02;3,00;62;15;B-429;L;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;LUN;1245
BA;SSH0315;02;3,00;62;16;B-429;L;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;LUN;1345
BA;SSH0315;03;3,00;60;57;L-3816;C;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;VEN;1445
BA;SSH0315;03;3,00;60;58;L-3816;C;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;VEN;1545
BA;SSH0315;03;3,00;60;59;L-3816;C;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;VEN;1645
BA;SSH0315;03;3,00;50;15;C-630;L;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;LUN;1245
BA;SSH0315;03;3,00;50;16;C-630;L;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;LUN;1345
BA;SSH0315;04;3,00;53;11;B-401;C;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;LUN;0830
BA;SSH0315;04;3,00;53;12;B-401;C;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;LUN;0930
BA;SSH0315;04;3,00;53;13;B-401;C;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;LUN;1030
BA;SSH0315;04;3,00;56;25;A-522;L;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;MAR;1245
BA;SSH0315;04;3,00;56;26;A-522;L;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;MAR;1345
BA;SSH0315;05;3,00;57;57;A-404;C;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;VEN;1445
BA;SSH0315;05;3,00;57;58;A-404;C;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;VEN;1545
BA;SSH0315;05;3,00;57;59;A-404;C;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;VEN;1645
BA;SSH0315;05;3,00;55;15;A-526;L;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;LUN;1245
BA;SSH0315;05;3,00;55;16;A-526;L;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;LUN;1345
BA;SSH0315;06;3,00;60;3B1;L-3816;C;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;MER;1830
BA;SSH0315;06;3,00;60;3C1;L-3816;C;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;MER;1930
BA;SSH0315;06;3,00;60;3D1;L-3816;C;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;MER;2030
BA;SSH0315;06;3,00;60;4B1;L-3816;L;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;JEU;1830
BA;SSH0315;06;3,00;60;4C1;L-3816;L;H;;TL;INTEGR. A LA VIE UNIVERSITAIRE;45;JEU;1930
BA;SSH0330;01;3,00;64;46;B-411;C;A;;T;REDACTION ET COMMUNIC. ORALE;55;JEU;1345
BA;SSH0330;01;3,00;64;47;B-411;C;A;;T;REDACTION ET COMMUNIC. ORALE;55;JEU;1445
BA;SSH0330;01;3,00;64;48;B-411;C;A;;T;REDACTION ET COMMUNIC. ORALE;55;JEU;1545
BA;SSH0330;02;3,00;64;31;B-411;C;A;;T;REDACTION ET COMMUNIC. ORALE;55;MER;0830
BA;SSH0330;02;3,00;64;32;B-411;C;A;;T;REDACTION ET COMMUNIC. ORALE;55;MER;0930
BA;SSH0330;02;3,00;64;33;B-411;C;A;;T;REDACTION ET COMMUNIC. ORALE;55;MER;1030
BA;SSH0330;03;3,00;56;35;A-522;C;A;;T;REDACTION ET COMMUNIC. ORALE;55;MER;1245
BA;SSH0330;03;3,00;56;36;A-522;C;A;;T;REDACTION ET COMMUNIC. ORALE;55;MER;1345
BA;SSH0330;03;3,00;56;37;A-522;C;A;;T;REDACTION ET COMMUNIC. ORALE;55;MER;1445
BA;SSH0330;04;3,00;50;31;B-314;C;A;;T;REDACTION ET COMMUNIC. ORALE;55;MER;0830
BA;SSH0330;04;3,00;50;32;B-314;C;A;;T;REDACTION ET COMMUNIC. ORALE;55;MER;0930
BA;SSH0330;04;3,00;50;33;B-314;C;A;;T;REDACTION ET COMMUNIC. ORALE;55;MER;1030
BA;SSH0330;05;3,00;64;35;B-506;C;A;;T;REDACTION ET COMMUNIC. ORALE;55;MER;1245
BA;SSH0330;05;3,00;64;36;B-506;C;A;;T;REDACTION ET COMMUNIC. ORALE;55;MER;1345
BA;SSH0330;05;3,00;64;37;B-506;C;A;;T;REDACTION ET COMMUNIC. ORALE;55;MER;1445
BA;SSH0330;06;3,00;50;46;C-632;C;A;;T;REDACTION ET COMMUNIC. ORALE;55;JEU;1345
BA;SSH0330;06;3,00;50;47;C-632;C;A;;T;REDACTION ET COMMUNIC. ORALE;55;JEU;1445
BA;SSH0330;06;3,00;50;48;C-632;C;A;;T;REDACTION ET COMMUNIC. ORALE;55;JEU;1545
BA;SSH0345;01;3,00;71;1B1;B-405;C;A;;T;PRATIQUE DU FRANCAIS ECRIT;50;LUN;1830
BA;SSH0345;01;3,00;71;1C1;B-405;C;A;;T;PRATIQUE DU FRANCAIS ECRIT;50;LUN;1930
BA;SSH0345;01;3,00;71;1D1;B-405;C;A;;T;PRATIQUE DU FRANCAIS ECRIT;50;LUN;2030
BA;SSH0345D;01;3,00;500;2B1;DISTANCE06;C;A;;T;PRATIQUE DU FRANCAIS ECRIT;50;MAR;1830
BA;SSH0345D;01;3,00;500;2C1;DISTANCE06;C;A;;T;PRATIQUE DU FRANCAIS ECRIT;50;MAR;1930
BA;SSH0345D;01;3,00;500;2D1;DISTANCE06;C;A;;T;PRATIQUE DU FRANCAIS ECRIT;50;MAR;2030
BA;SSH3101;01;3,00;60;15;B-638;C;A;;T;ANALYSE SOCIO DE LA TECH;50;LUN;1245
BA;SSH3101;01;3,00;60;16;B-638;C;A;;T;ANALYSE SOCIO DE LA TECH;50;LUN;1345
BA;SSH3101;01;3,00;60;17;B-638;C;A;;T;ANALYSE SOCIO DE LA TECH;50;LUN;1445
BA;SSH3101;02;3,00;60;46;B-638;C;A;;T;ANALYSE SOCIO DE LA TECH;50;JEU;1345
BA;SSH3101;02;3,00;60;47;B-638;C;A;;T;ANALYSE SOCIO DE LA TECH;50;JEU;1445
BA;SSH3101;02;3,00;60;48;B-638;C;A;;T;ANALYSE SOCIO DE LA TECH;50;JEU;1545
BA;SSH3101;03;3,00;77;4C0;A-410;C;A;;T;ANALYSE SOCIO DE LA TECH;50;JEU;1900
BA;SSH3101;03;3,00;77;4D0;A-410;C;A;;T;ANALYSE SOCIO DE LA TECH;50;JEU;2000
BA;SSH3101;03;3,00;77;4E0;A-410;C;A;;T;ANALYSE SOCIO DE LA TECH;50;JEU;2100
BA;SSH3101;04;3,00;77;3C0;A-410;C;A;;T;ANALYSE SOCIO DE LA TECH;50;MER;1900
BA;SSH3101;04;3,00;77;3D0;A-410;C;A;;T;ANALYSE SOCIO DE LA TECH;50;MER;2000
BA;SSH3101;04;3,00;77;3E0;A-410;C;A;;T;ANALYSE SOCIO DE LA TECH;50;MER;2100
BA;SSH3101;05;3,00;77;2C0;A-410;C;A;;T;ANALYSE SOCIO DE LA TECH;50;MAR;1900
BA;SSH3101;05;3,00;77;2D0;A-410;C;A;;T;ANALYSE SOCIO DE LA TECH;50;MAR;2000
BA;SSH3101;05;3,00;77;2E0;A-410;C;A;;T;ANALYSE SOCIO DE LA TECH;50;MAR;2100
BA;SSH3201;01;3,00;100;11;M-1020;C;B;;TLS;ECONOMIQUE DE L'INGENIEUR;100;LUN;0830
BA;SSH3201;01;3,00;100;12;M-1020;C;B;;TLS;ECONOMIQUE DE L'INGENIEUR;100;LUN;0930
BA;SSH3201;01;3,00;100;13;M-1020;C;B;;TLS;ECONOMIQUE DE L'INGENIEUR;100;LUN;1030
BA;SSH3201;01;3,00;60;3A;L-6616;L;B;I;TLS;ECONOMIQUE DE L'INGENIEUR;50;MER;1745
BA;SSH3201;01;3,00;60;38;L-6616;L;B;I;TLS;ECONOMIQUE DE L'INGENIEUR;50;MER;1545
BA;SSH3201;01;3,00;60;39;L-6616;L;B;I;TLS;ECONOMIQUE DE L'INGENIEUR;50;MER;1645
BA;SSH3201;02;3,00;100;21;M-1410;C;B;;TLS;ECONOMIQUE DE L'INGENIEUR;100;MAR;0830
BA;SSH3201;02;3,00;100;22;M-1410;C;B;;TLS;ECONOMIQUE DE L'INGENIEUR;100;MAR;0930
BA;SSH3201;02;3,00;100;23;M-1410;C;B;;TLS;ECONOMIQUE DE L'INGENIEUR;100;MAR;1030
BA;SSH3201;02;3,00;60;3A;L-6616;L;B;P;TLS;ECONOMIQUE DE L'INGENIEUR;50;MER;1745
BA;SSH3201;02;3,00;60;38;L-6616;L;B;P;TLS;ECONOMIQUE DE L'INGENIEUR;50;MER;1545
BA;SSH3201;02;3,00;60;39;L-6616;L;B;P;TLS;ECONOMIQUE DE L'INGENIEUR;50;MER;1645
BA;SSH3201;03;3,00;100;31;L-1710;C;B;;TLS;ECONOMIQUE DE L'INGENIEUR;100;MER;0830
BA;SSH3201;03;3,00;100;32;L-1710;C;B;;TLS;ECONOMIQUE DE L'INGENIEUR;100;MER;0930
BA;SSH3201;03;3,00;100;33;L-1710;C;B;;TLS;ECONOMIQUE DE L'INGENIEUR;100;MER;1030
BA;SSH3201;03;3,00;60;41;L-6657;L;B;I;TLS;ECONOMIQUE DE L'INGENIEUR;50;JEU;0830
BA;SSH3201;03;3,00;60;42;L-6657;L;B;I;TLS;ECONOMIQUE DE L'INGENIEUR;50;JEU;0930
BA;SSH3201;03;3,00;60;43;L-6657;L;B;I;TLS;ECONOMIQUE DE L'INGENIEUR;50;JEU;1030
BA;SSH3201;04;3,00;100;17;M-1420;C;B;;TLS;ECONOMIQUE DE L'INGENIEUR;100;LUN;1445
BA;SSH3201;04;3,00;100;18;M-1420;C;B;;TLS;ECONOMIQUE DE L'INGENIEUR;100;LUN;1545
BA;SSH3201;04;3,00;100;19;M-1420;C;B;;TLS;ECONOMIQUE DE L'INGENIEUR;100;LUN;1645
BA;SSH3201;04;3,00;60;41;L-6657;L;B;P;TLS;ECONOMIQUE DE L'INGENIEUR;50;JEU;0830
BA;SSH3201;04;3,00;60;42;L-6657;L;B;P;TLS;ECONOMIQUE DE L'INGENIEUR;50;JEU;0930
BA;SSH3201;04;3,00;60;43;L-6657;L;B;P;TLS;ECONOMIQUE DE L'INGENIEUR;50;JEU;1030
BA;SSH3201;05;3,00;120;2A;M-1510;C;B;;TLS;ECONOMIQUE DE L'INGENIEUR;100;MAR;1745
BA;SSH3201;05;3,00;120;28;M-1510;C;B;;TLS;ECONOMIQUE DE L'INGENIEUR;100;MAR;1545
BA;SSH3201;05;3,00;120;29;M-1510;C;B;;TLS;ECONOMIQUE DE L'INGENIEUR;100;MAR;1645
BA;SSH3201;05;3,00;60;46;L-6616;L;B;I;TLS;ECONOMIQUE DE L'INGENIEUR;50;JEU;1345
BA;SSH3201;05;3,00;60;47;L-6616;L;B;I;TLS;ECONOMIQUE DE L'INGENIEUR;50;JEU;1445
BA;SSH3201;05;3,00;60;48;L-6616;L;B;I;TLS;ECONOMIQUE DE L'INGENIEUR;50;JEU;1545
BA;SSH3201;06;3,00;60;46;L-6616;L;B;P;TLS;ECONOMIQUE DE L'INGENIEUR;50;JEU;1345
BA;SSH3201;06;3,00;60;47;L-6616;L;B;P;TLS;ECONOMIQUE DE L'INGENIEUR;50;JEU;1445
BA;SSH3201;06;3,00;60;48;L-6616;L;B;P;TLS;ECONOMIQUE DE L'INGENIEUR;50;JEU;1545
BA;SSH3201;07;3,00;60;51;L-6616;L;B;I;TLS;ECONOMIQUE DE L'INGENIEUR;50;VEN;0830
BA;SSH3201;07;3,00;60;52;L-6616;L;B;I;TLS;ECONOMIQUE DE L'INGENIEUR;50;VEN;0930
BA;SSH3201;07;3,00;60;53;L-6616;L;B;I;TLS;ECONOMIQUE DE L'INGENIEUR;50;VEN;1030
BA;SSH3201;08;3,00;60;51;L-6616;L;B;P;TLS;ECONOMIQUE DE L'INGENIEUR;50;VEN;0830
BA;SSH3201;08;3,00;60;52;L-6616;L;B;P;TLS;ECONOMIQUE DE L'INGENIEUR;50;VEN;0930
BA;SSH3201;08;3,00;60;53;L-6616;L;B;P;TLS;ECONOMIQUE DE L'INGENIEUR;50;VEN;1030
BA;SSH3201;09;3,00;60;55;L-6616;L;B;I;TLS;ECONOMIQUE DE L'INGENIEUR;50;VEN;1245
BA;SSH3201;09;3,00;60;56;L-6616;L;B;I;TLS;ECONOMIQUE DE L'INGENIEUR;50;VEN;1345
BA;SSH3201;09;3,00;60;57;L-6616;L;B;I;TLS;ECONOMIQUE DE L'INGENIEUR;50;VEN;1445
BA;SSH3201;10;3,00;60;55;L-6616;L;B;P;TLS;ECONOMIQUE DE L'INGENIEUR;50;VEN;1245
BA;SSH3201;10;3,00;60;56;L-6616;L;B;P;TLS;ECONOMIQUE DE L'INGENIEUR;50;VEN;1345
BA;SSH3201;10;3,00;60;57;L-6616;L;B;P;TLS;ECONOMIQUE DE L'INGENIEUR;50;VEN;1445
BA;SSH3351;01;3,00;55;3B0;M-2107;C;A;;T;ANGLAIS POUR INGENIEURS 1;55;MER;1800
BA;SSH3351;01;3,00;55;3C0;M-2107;C;A;;T;ANGLAIS POUR INGENIEURS 1;55;MER;1900
BA;SSH3351;01;3,00;55;3D0;M-2107;C;A;;T;ANGLAIS POUR INGENIEURS 1;55;MER;2000
BA;SSH3352;01;3,00;55;1A;M-2107;C;A;;T;ANGLAIS POUR INGENIEURS 2;1;LUN;1745
BA;SSH3352;01;3,00;55;18;M-2107;C;A;;T;ANGLAIS POUR INGENIEURS 2;1;LUN;1545
BA;SSH3352;01;3,00;55;19;M-2107;C;A;;T;ANGLAIS POUR INGENIEURS 2;1;LUN;1645
BA;SSH3501;01;2,00;60;25;M-2401;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;MAR;1245
BA;SSH3501;01;2,00;60;26;M-2401;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;MAR;1345
BA;SSH3501;01;2,00;60;27;M-2401;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;MAR;1445
BA;SSH3501;02;2,00;60;31;M-2401;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;MER;0830
BA;SSH3501;02;2,00;60;32;M-2401;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;MER;0930
BA;SSH3501;02;2,00;60;33;M-2401;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;MER;1030
BA;SSH3501;03;2,00;60;37;M-2401;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;MER;1445
BA;SSH3501;03;2,00;60;38;M-2401;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;MER;1545
BA;SSH3501;03;2,00;60;39;M-2401;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;MER;1645
BA;SSH3501;04;2,00;60;42;M-2401;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;JEU;0930
BA;SSH3501;04;2,00;60;43;M-2401;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;JEU;1030
BA;SSH3501;04;2,00;60;44;M-2401;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;JEU;1130
BA;SSH3501;05;2,00;60;46;M-2401;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;JEU;1345
BA;SSH3501;05;2,00;60;47;M-2401;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;JEU;1445
BA;SSH3501;05;2,00;60;48;M-2401;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;JEU;1545
BA;SSH3501;06;2,00;60;21;L-2712;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;MAR;0830
BA;SSH3501;06;2,00;60;22;L-2712;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;MAR;0930
BA;SSH3501;06;2,00;60;23;L-2712;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;MAR;1030
BA;SSH3501D;01;2,00;500;17;A-DISTANCE;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;LUN;1445
BA;SSH3501D;01;2,00;500;18;A-DISTANCE;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;LUN;1545
BA;SSH3501D;01;2,00;500;19;A-DISTANCE;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;LUN;1645
BA;SSH3501D;02;2,00;500;1C0;A-DISTANCE;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;LUN;1900
BA;SSH3501D;02;2,00;500;1D0;A-DISTANCE;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;LUN;2000
BA;SSH3501D;02;2,00;500;1E0;A-DISTANCE;C;A;;T;ETHIQUE APPL. A L'INGENIERIE;55;LUN;2100
BA;STGE1-ING;01;9,00;999;5A;DEPART.;C;A;;T;STAGE EQUIVALENT EN ING.;200;VEN;1745
BA;STGF1-AER;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE AEROSPATIAL;200;VEN;1745
BA;STGF1-CIV;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE CIVIL;200;VEN;1745
BA;STGF1-ELE;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE ELECTRIQUE;300;VEN;1745
BA;STGF1-GBM;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE BIOMEDICAL;100;VEN;1745
BA;STGF1-GCH;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE CHIMIQUE;200;VEN;1745
BA;STGF1-IND;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE INDUSTRIEL;200;VEN;1745
BA;STGF1-INF;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE INFORMATIQUE;200;VEN;1745
BA;STGF1-LOG;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE LOGICIEL;200;VEN;1745
BA;STGF1-MEC;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE MECANIQUE;200;VEN;1745
BA;STGF1-PHS;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE PHYSIQUE;200;VEN;1745
BA;STGF2-AER;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE AEROSPATIAL;200;VEN;1745
BA;STGF2-CIV;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE CIVIL;200;VEN;1745
BA;STGF2-ELE;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE ELECTRIQUE;300;VEN;1745
BA;STGF2-GBM;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE BIOMEDICAL;100;VEN;1745
BA;STGF2-GCH;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE CHIMIQUE;200;VEN;1745
BA;STGF2-GLQ;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE GEOLOGIQUE;50;VEN;1745
BA;STGF2-IND;01;9,00;999;5A;DEPT9.1;C;A;;T;STAGE II - GENIE INDUSTRIEL;200;VEN;1745
BA;STGF2-INF;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE INFORMATIQUE;200;VEN;1745
BA;STGF2-LOG;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE LOGICIEL;200;VEN;1745
BA;STGF2-MEC;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE MECANIQUE;200;VEN;1745
BA;STGF2-PHS;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE PHYSIQUE;200;VEN;1745
BA;STGF3-AER;01;9,00;999;5A;DEPART.;C;A;;T;STAGE III - GENIE AEROSPATIAL;200;VEN;1745
BA;STGF3-CIV;01;9,00;999;5A;DEPART.;C;A;;T;STAGE III - GENIE CIVIL;300;VEN;1745
BA;STGF3-ELE;01;9,00;999;5A;DEPART.;C;A;;T;STAGE III - GENIE ELECTRIQUE;300;VEN;1745
BA;STGF3-GBM;01;9,00;999;5A;DEPART.;C;A;;T;STAGE III - GENIE BIOMEDICAL;100;VEN;1745
BA;STGF3-GCH;01;9,00;999;5A;DEPART.;C;A;;T;STAGE III - GENIE CHIMIQUE;300;VEN;1745
BA;STGF3-IND;01;9,00;999;5A;DEPART.;C;A;;T;STAGE III - GENIE INDUSTRIEL;300;VEN;1745
BA;STGF3-INF;01;9,00;999;5A;DEPART.;C;A;;T;STAGE III - GENIE INFORMATIQUE;300;VEN;1745
BA;STGF3-LOG;01;9,00;999;5A;DEPART.;C;A;;T;STAGE III - GENIE LOGICIEL;300;VEN;1745
BA;STGF3-MEC;01;9,00;999;5A;DEPART.;C;A;;T;STAGE III - GENIE MECANIQUE;200;VEN;1745
BA;STGF3-PHS;01;9,00;999;5A;DEPART.;C;A;;T;STAGE III - GENIE PHYSIQUE;300;VEN;1745
BA;STGF4-AER;01;9,00;999;5A;DEPART.;C;A;;T;STAGE IV - GENIE AEROSPATIAL;200;VEN;1745
BA;STGF4-CIV;01;9,00;999;5A;DEPART.;C;A;;T;STAGE IV - GENIE CIVIL;200;VEN;1745
BA;STGF4-ELE;01;9,00;999;5A;DEPART.;C;A;;T;STAGE IV - GENIE ELECTRIQUE;300;VEN;1745
BA;STGF4-GBM;01;9,00;999;5A;DEPART.;C;A;;T;STAGE IV - GENIE BIOMEDICAL;100;VEN;1745
BA;STGF4-GCH;01;9,00;999;5A;DEPART.;C;A;;T;STAGE IV - GENIE CHIMIQUE;200;VEN;1745
BA;STGF4-GLQ;01;9,00;999;5A;DEPART.;C;A;;T;STAGE IV - GENIE GEOLOGIQUE;100;VEN;1745
BA;STGF4-IND;01;9,00;999;5A;DEPART.;C;A;;T;STAGE IV - GENIE INDUSTRIEL;200;VEN;1745
BA;STGF4-INF;01;9,00;999;5A;DEPART.;C;A;;T;STAGE IV - GENIE INFORMATIQUE;100;VEN;1745
BA;STGF4-LOG;01;9,00;999;5A;DEPART.;C;A;;T;STAGE IV - GENIE LOGICIEL;200;VEN;1745
BA;STGF4-MEC;01;9,00;999;5A;DEPART.;C;A;;T;STAGE IV - GENIE MECANIQUE;200;VEN;1745
BA;STGF4-MIN;01;9,00;999;5A;DEPART.;C;A;;T;STAGE IV - GENIE DES MINES;100;VEN;1745
BA;STGF4-PHS;01;9,00;999;5A;DEPART.;C;A;;T;STAGE IV - GENIE PHYSIQUE;200;VEN;1745
BA;STGO1-AER;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE AEROSPATIAL;200;VEN;1745
BA;STGO1-CIV;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE CIVIL;200;VEN;1745
BA;STGO1-ELE;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE ELECTRIQUE;300;VEN;1745
BA;STGO1-GBM;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE BIOMEDICAL;100;VEN;1745
BA;STGO1-GCH;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE CHIMIQUE;200;VEN;1745
BA;STGO1-GLQ;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE GEOLOGIQUE;200;VEN;1745
BA;STGO1-IND;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE INDUSTRIEL;200;VEN;1745
BA;STGO1-INF;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE INFORMATIQUE;200;VEN;1745
BA;STGO1-LOG;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE LOGICIEL;200;VEN;1745
BA;STGO1-MEC;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE MECANIQUE;200;VEN;1745
BA;STGO1-MIN;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE DES MINES;200;VEN;1745
BA;STGO1-PHS;01;9,00;999;5A;DEPART.;C;A;;T;STAGE I - GENIE PHYSIQUE;200;VEN;1745
BA;STGO2-AER;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE AEROSPATIAL;200;VEN;1745
BA;STGO2-CIV;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE CIVIL;300;VEN;1745
BA;STGO2-ELE;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE ELECTRIQUE;300;VEN;1745
BA;STGO2-GBM;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE BIOMEDICAL;100;VEN;1745
BA;STGO2-GCH;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE CHIMIQUE;300;VEN;1745
BA;STGO2-GLQ;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE GEOLOGIQUE;300;VEN;1745
BA;STGO2-IND;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE INDUSTRIEL;300;VEN;1745
BA;STGO2-INF;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE INFORMATIQUE;300;VEN;1745
BA;STGO2-LOG;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE LOGICIEL;300;VEN;1745
BA;STGO2-MEC;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE MECANIQUE;200;VEN;1745
BA;STGO2-MIN;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE DES MINES;300;VEN;1745
BA;STGO2-PHS;01;9,00;999;5A;DEPART.;C;A;;T;STAGE II - GENIE PHYSIQUE;300;VEN;1745
BA;STGO3-CIV;01;9,00;999;5A;DEPART.;C;A;;T;STAGE III - GENIE CIVIL;300;VEN;1745
BA;STGO3-ELE;01;9,00;999;5A;DEPART.;C;A;;T;STAGE III - GENIE ELECTRIQUE;300;VEN;1745
BA;STGO3-GCH;01;9,00;999;5A;DEPART.;C;A;;T;STAGE III - GENIE CHIMIQUE;100;VEN;1745
BA;STGO3-GLQ;01;9,00;999;5A;DEPART.;C;A;;T;STAGE III - GENIE GEOLOGIQUE;50;VEN;1745
BA;STGO3-IND;01;9,00;999;5A;DEPART.;C;A;;T;STAGE III - GENIE INDUSTRIEL;100;VEN;1745
BA;STGO3-INF;01;9,00;999;5A;DEPART.;C;A;;T;STAGE III - GENIE INFORMATIQUE;200;VEN;1745
BA;STGO3-LOG;01;9,00;999;5A;DEPART.;C;A;;T;STAGE III - GENIE LOGICIEL;200;VEN;1745
BA;STGO3-MEC;01;9,00;999;5A;DEPART.;C;A;;T;STAGE III - GENIE MECANIQUE;200;VEN;1745
BA;STGO3-MIN;01;9,00;999;5A;DEPART.;C;A;;T;STAGE III - GENIE DES MINES;300;VEN;1745
BA;STGO3-PHS;01;9,00;999;5A;DEPART.;C;A;;T;STAGE III - GENIE PHYSIQUE;100;VEN;1745
BA;STGO4-ELE;01;9,00;999;5A;DEPT3.1;C;A;;T;STAGE IV-GENIE ELECTRIQUE;300;VEN;1745
BA;STGO4-MEC;01;9,00;999;5A;DEPT2.1;C;A;;T;STAGE IV EN GENIE MECANIQUE;300;VEN;1745
BA;STI-AEP;01;3,00;999;5A;DEPART.;C;A;;T;STAGE-VIE ETUDIANTE;30;VEN;1745
BA;STI-AEP-II;01;3,00;999;5A;DEPART.;C;A;;T;STAGE VIE-ETUDIANTE;30;VEN;1745
BA;STI-AEP-3;01;3,00;999;5A;DEPART.;C;A;;T;STAGE VIE-ETUDIANTE;20;VEN;1745
